date,from state,to state
10/12/20150:00,UP,UP
10/13/20150:00,UP,DOWN
10/15/20150:00,UP,UP
10/16/20150:00,UP,DOWN
10/19/20150:00,UP,DOWN
10/21/20150:00,UP,UP
10/22/20150:00,UP,UP
10/23/20150:00,UP,DOWN
10/25/20150:00,UP,UP
10/26/20150:00,UP,UP
10/27/20150:00,UP,UP
10/28/20150:00,UP,UP
10/29/20150:00,UP,DOWN
10/31/20150:00,UP,UP
11/1/20150:00,UP,UP
11/2/20150:00,UP,UP
11/3/20150:00,UP,DOWN
11/6/20150:00,UP,DOWN
11/8/20150:00,UP,DOWN
11/11/20150:00,UP,DOWN
11/15/20150:00,UP,UP
11/16/20150:00,UP,DOWN
11/20/20150:00,UP,DOWN
11/24/20150:00,UP,UP
11/25/20150:00,UP,UP
11/26/20150:00,UP,DOWN
11/28/20150:00,UP,UP
11/29/20150:00,UP,DOWN
12/4/20150:00,UP,DOWN
12/6/20150:00,UP,UP
