date,from state,to state
9/3/20140:00,UP,DOWN
9/9/20140:00,UP,DOWN
9/19/20140:00,UP,DOWN
9/22/20140:00,UP,DOWN
9/29/20140:00,UP,DOWN
10/5/20140:00,UP,UP
10/6/20140:00,UP,UP
10/7/20140:00,UP,UP
10/8/20140:00,UP,DOWN
10/11/20140:00,UP,UP
10/12/20140:00,UP,UP
10/13/20140:00,UP,DOWN
10/17/20140:00,UP,DOWN
10/25/20140:00,UP,DOWN
10/29/20140:00,UP,DOWN
11/3/20140:00,UP,UP
11/4/20140:00,UP,UP
11/5/20140:00,UP,DOWN
11/8/20140:00,UP,DOWN
11/11/20140:00,UP,DOWN
11/15/20140:00,UP,DOWN
11/18/20140:00,UP,DOWN
11/22/20140:00,UP,UP
11/23/20140:00,UP,DOWN
11/27/20140:00,UP,DOWN
12/4/20140:00,UP,DOWN
12/11/20140:00,UP,DOWN
12/13/20140:00,UP,DOWN
12/18/20140:00,UP,UP
12/19/20140:00,UP,DOWN
