date,from state,to state
3/2/20150:00,UP,DOWN
3/4/20150:00,UP,DOWN
3/6/20150:00,UP,DOWN
3/8/20150:00,UP,DOWN
3/10/20150:00,UP,DOWN
3/14/20150:00,UP,UP
3/15/20150:00,UP,DOWN
3/18/20150:00,UP,DOWN
3/21/20150:00,UP,DOWN
3/27/20150:00,UP,DOWN
3/29/20150:00,UP,DOWN
3/31/20150:00,UP,UP
4/1/20150:00,UP,DOWN
4/4/20150:00,UP,DOWN
4/14/20150:00,UP,UP
4/15/20150:00,UP,DOWN
4/19/20150:00,UP,UP
4/20/20150:00,UP,DOWN
4/26/20150:00,UP,DOWN
4/29/20150:00,UP,DOWN
5/1/20150:00,UP,UP
5/2/20150:00,UP,DOWN
5/6/20150:00,UP,UP
5/7/20150:00,UP,DOWN
5/21/20150:00,UP,DOWN
6/1/20150:00,UP,DOWN
6/7/20150:00,UP,DOWN
6/12/20150:00,UP,DOWN
6/14/20150:00,UP,UP
6/15/20150:00,UP,DOWN
