date,from state,to state
1/15/2013 0:00, UP, UP
1/16/2013 0:00, UP, DOWN
1/20/2013 0:00, UP, DOWN
1/27/2013 0:00, UP, UP
1/28/2013 0:00, UP, DOWN
1/30/2013 0:00, UP, DOWN
2/2/2013 0:00, UP, DOWN
2/6/2013 0:00, UP, DOWN
2/8/2013 0:00, UP, DOWN
2/13/2013 0:00, UP, DOWN
2/18/2013 0:00, UP, DOWN
2/27/2013 0:00, UP, UP
2/28/2013 0:00, UP, DOWN
3/3/2013 0:00, UP, UP
3/4/2013 0:00, UP, DOWN
3/7/2013 0:00, UP, UP
3/8/2013 0:00, UP, DOWN
3/10/2013 0:00, UP, DOWN
3/12/2013 0:00, UP, DOWN
3/17/2013 0:00, UP, UP
3/18/2013 0:00, UP, UP
3/19/2013 0:00, UP, UP
3/20/2013 0:00, UP, DOWN
3/23/2013 0:00, UP, DOWN
3/25/2013 0:00, UP, UP
3/26/2013 0:00, UP, DOWN
3/28/2013 0:00, UP, DOWN
3/31/2013 0:00, UP, UP
4/1/2013 0:00, UP, UP
4/2/2013 0:00, UP, DOWN
