date,from state,to state
10/11/20140:00,UP,UP
10/12/20140:00,UP,DOWN
10/29/20140:00,UP,DOWN
11/5/20140:00,UP,DOWN
11/8/20140:00,UP,DOWN
11/11/20140:00,UP,DOWN
11/15/20140:00,UP,DOWN
11/22/20140:00,UP,DOWN
12/19/20140:00,UP,DOWN
12/21/20140:00,UP,DOWN
12/30/20140:00,UP,DOWN
1/4/20150:00,UP,UP
1/5/20150:00,UP,UP
1/6/20150:00,UP,DOWN
1/14/20150:00,UP,DOWN
1/17/20150:00,UP,DOWN
1/20/20150:00,UP,DOWN
1/23/20150:00,UP,DOWN
1/25/20150:00,UP,DOWN
1/31/20150:00,UP,UP
2/1/20150:00,UP,DOWN
2/12/20150:00,UP,UP
2/13/20150:00,UP,DOWN
2/16/20150:00,UP,DOWN
2/26/20150:00,UP,DOWN
3/1/20150:00,UP,UP
3/2/20150:00,UP,DOWN
3/8/20150:00,UP,DOWN
3/21/20150:00,UP,DOWN
4/20/20150:00,UP,DOWN
