date,from state,to state
1/2/20150:00,DOWN,DOWN
1/3/20150:00,DOWN,UP
1/7/20150:00,DOWN,DOWN
1/8/20150:00,DOWN,DOWN
1/9/20150:00,DOWN,DOWN
1/10/20150:00,DOWN,DOWN
1/11/20150:00,DOWN,DOWN
1/12/20150:00,DOWN,DOWN
1/13/20150:00,DOWN,UP
1/15/20150:00,DOWN,DOWN
1/16/20150:00,DOWN,UP
1/18/20150:00,DOWN,DOWN
1/19/20150:00,DOWN,UP
1/21/20150:00,DOWN,DOWN
1/22/20150:00,DOWN,UP
1/24/20150:00,DOWN,UP
1/26/20150:00,DOWN,DOWN
1/27/20150:00,DOWN,DOWN
1/28/20150:00,DOWN,DOWN
1/29/20150:00,DOWN,DOWN
1/30/20150:00,DOWN,UP
2/2/20150:00,DOWN,DOWN
2/3/20150:00,DOWN,DOWN
2/4/20150:00,DOWN,DOWN
2/5/20150:00,DOWN,DOWN
2/6/20150:00,DOWN,DOWN
2/7/20150:00,DOWN,DOWN
2/8/20150:00,DOWN,DOWN
2/9/20150:00,DOWN,DOWN
2/10/20150:00,DOWN,DOWN
