date,from state,to state
3/29/20130:00,DOWN,DOWN
3/30/20130:00,DOWN,UP
4/3/20130:00,DOWN,UP
4/5/20130:00,DOWN,UP
4/9/20130:00,DOWN,DOWN
4/10/20130:00,DOWN,DOWN
4/11/20130:00,DOWN,DOWN
4/12/20130:00,DOWN,DOWN
4/13/20130:00,DOWN,DOWN
4/14/20130:00,DOWN,DOWN
4/15/20130:00,DOWN,UP
4/20/20130:00,DOWN,UP
4/24/20130:00,DOWN,DOWN
4/25/20130:00,DOWN,DOWN
4/26/20130:00,DOWN,UP
4/29/20130:00,DOWN,DOWN
4/30/20130:00,DOWN,DOWN
5/1/20130:00,DOWN,DOWN
5/2/20130:00,DOWN,UP
5/4/20130:00,DOWN,DOWN
5/5/20130:00,DOWN,DOWN
5/6/20130:00,DOWN,UP
5/8/20130:00,DOWN,UP
5/10/20130:00,DOWN,DOWN
5/11/20130:00,DOWN,DOWN
5/12/20130:00,DOWN,DOWN
5/13/20130:00,DOWN,DOWN
5/14/20130:00,DOWN,UP
5/17/20130:00,DOWN,DOWN
5/18/20130:00,DOWN,DOWN
