date,from state,to state
10/5/2013 0:00, DOWN, DOWN
10/6/2013 0:00, DOWN, DOWN
10/7/2013 0:00, DOWN, DOWN
10/8/2013 0:00, DOWN, DOWN
10/9/2013 0:00, DOWN, DOWN
10/10/2013 0:00, DOWN, DOWN
10/11/2013 0:00, DOWN, UP
10/13/2013 0:00, DOWN, UP
10/15/2013 0:00, DOWN, UP
10/19/2013 0:00, DOWN, UP
10/23/2013 0:00, DOWN, DOWN
10/24/2013 0:00, DOWN, DOWN
10/25/2013 0:00, DOWN, UP
10/27/2013 0:00, DOWN, UP
10/29/2013 0:00, DOWN, DOWN
10/30/2013 0:00, DOWN, DOWN
10/31/2013 0:00, DOWN, DOWN
11/1/2013 0:00, DOWN, UP
11/9/2013 0:00, DOWN, UP
11/14/2013 0:00, DOWN, UP
11/18/2013 0:00, DOWN, UP
11/23/2013 0:00, DOWN, UP
11/29/2013 0:00, DOWN, DOWN
11/30/2013 0:00, DOWN, UP
12/2/2013 0:00, DOWN, UP
12/4/2013 0:00, DOWN, DOWN
12/5/2013 0:00, DOWN, DOWN
12/6/2013 0:00, DOWN, UP
12/10/2013 0:00, DOWN, DOWN
12/11/2013 0:00, DOWN, DOWN
