date,from state,to state
1/8/20140:00,UP,UP
1/9/20140:00,UP,UP
1/10/20140:00,UP,DOWN
1/14/20140:00,UP,DOWN
1/17/20140:00,UP,UP
1/18/20140:00,UP,DOWN
1/20/20140:00,UP,DOWN
1/24/20140:00,UP,UP
1/25/20140:00,UP,DOWN
1/27/20140:00,UP,UP
1/28/20140:00,UP,UP
1/29/20140:00,UP,UP
1/30/20140:00,UP,UP
1/31/20140:00,UP,UP
2/1/20140:00,UP,DOWN
2/8/20140:00,UP,DOWN
2/13/20140:00,UP,DOWN
2/16/20140:00,UP,DOWN
2/20/20140:00,UP,UP
2/21/20140:00,UP,DOWN
2/25/20140:00,UP,DOWN
2/28/20140:00,UP,DOWN
3/2/20140:00,UP,UP
3/3/20140:00,UP,DOWN
3/8/20140:00,UP,DOWN
3/10/20140:00,UP,UP
3/11/20140:00,UP,UP
3/12/20140:00,UP,DOWN
3/14/20140:00,UP,DOWN
3/23/20140:00,UP,DOWN
