date,from state,to state
8/10/20150:00,UP,DOWN
8/13/20150:00,UP,DOWN
8/18/20150:00,UP,UP
8/19/20150:00,UP,DOWN
8/24/20150:00,UP,UP
8/25/20150:00,UP,DOWN
8/27/20150:00,UP,DOWN
8/30/20150:00,UP,DOWN
9/1/20150:00,UP,DOWN
9/3/20150:00,UP,UP
9/4/20150:00,UP,UP
9/5/20150:00,UP,UP
9/6/20150:00,UP,UP
9/7/20150:00,UP,DOWN
9/9/20150:00,UP,UP
9/10/20150:00,UP,DOWN
9/16/20150:00,UP,DOWN
9/21/20150:00,UP,DOWN
9/23/20150:00,UP,UP
9/24/20150:00,UP,DOWN
9/27/20150:00,UP,DOWN
9/30/20150:00,UP,DOWN
10/2/20150:00,UP,DOWN
10/4/20150:00,UP,UP
10/5/20150:00,UP,DOWN
10/8/20150:00,UP,UP
10/9/20150:00,UP,UP
10/10/20150:00,UP,DOWN
10/12/20150:00,UP,UP
10/13/20150:00,UP,UP
