date,from state,to state
1/2/20130:00,UP,UP
1/3/20130:00,UP,DOWN
1/5/20130:00,UP,UP
1/6/20130:00,UP,UP
1/7/20130:00,UP,UP
1/8/20130:00,UP,UP
1/9/20130:00,UP,DOWN
1/11/20130:00,UP,DOWN
1/13/20130:00,UP,DOWN
1/15/20130:00,UP,UP
1/16/20130:00,UP,UP
1/17/20130:00,UP,DOWN
1/19/20130:00,UP,UP
1/20/20130:00,UP,UP
1/21/20130:00,UP,UP
1/22/20130:00,UP,DOWN
1/24/20130:00,UP,UP
1/25/20130:00,UP,DOWN
1/27/20130:00,UP,UP
1/28/20130:00,UP,UP
1/29/20130:00,UP,UP
1/30/20130:00,UP,UP
1/31/20130:00,UP,DOWN
2/2/20130:00,UP,DOWN
2/4/20130:00,UP,UP
2/5/20130:00,UP,UP
2/6/20130:00,UP,UP
2/7/20130:00,UP,UP
2/8/20130:00,UP,UP
2/9/20130:00,UP,UP
