date,from state,to state
3/27/20140:00,UP,DOWN
3/31/20140:00,UP,DOWN
4/2/20140:00,UP,UP
4/3/20140:00,UP,UP
4/4/20140:00,UP,DOWN
4/7/20140:00,UP,DOWN
4/10/20140:00,UP,UP
4/11/20140:00,UP,DOWN
4/13/20140:00,UP,UP
4/14/20140:00,UP,UP
4/15/20140:00,UP,DOWN
4/18/20140:00,UP,DOWN
4/22/20140:00,UP,UP
4/23/20140:00,UP,DOWN
4/27/20140:00,UP,UP
4/28/20140:00,UP,UP
4/29/20140:00,UP,UP
4/30/20140:00,UP,DOWN
5/6/20140:00,UP,DOWN
5/8/20140:00,UP,UP
5/9/20140:00,UP,DOWN
5/11/20140:00,UP,DOWN
5/13/20140:00,UP,UP
5/14/20140:00,UP,UP
5/15/20140:00,UP,UP
5/16/20140:00,UP,DOWN
5/19/20140:00,UP,UP
5/20/20140:00,UP,UP
5/21/20140:00,UP,DOWN
5/23/20140:00,UP,UP
