date,from state,to state
7/17/20140:00,UP,DOWN
7/30/20140:00,UP,UP
7/31/20140:00,UP,DOWN
8/3/20140:00,UP,DOWN
8/6/20140:00,UP,UP
8/7/20140:00,UP,DOWN
8/9/20140:00,UP,DOWN
8/15/20140:00,UP,DOWN
8/18/20140:00,UP,UP
8/19/20140:00,UP,UP
8/20/20140:00,UP,DOWN
8/23/20140:00,UP,DOWN
8/25/20140:00,UP,DOWN
8/28/20140:00,UP,DOWN
9/1/20140:00,UP,DOWN
9/3/20140:00,UP,DOWN
9/5/20140:00,UP,DOWN
9/9/20140:00,UP,DOWN
9/12/20140:00,UP,DOWN
9/19/20140:00,UP,DOWN
9/21/20140:00,UP,UP
9/22/20140:00,UP,DOWN
9/29/20140:00,UP,DOWN
10/5/20140:00,UP,UP
10/6/20140:00,UP,UP
10/7/20140:00,UP,UP
10/8/20140:00,UP,DOWN
10/10/20140:00,UP,UP
10/11/20140:00,UP,UP
10/12/20140:00,UP,UP
