date,from state,to state
10/16/20130:00,UP,UP
10/17/20130:00,UP,UP
10/18/20130:00,UP,UP
10/19/20130:00,UP,UP
10/20/20130:00,UP,UP
10/21/20130:00,UP,UP
10/22/20130:00,UP,DOWN
10/26/20130:00,UP,UP
10/27/20130:00,UP,UP
10/28/20130:00,UP,DOWN
10/30/20130:00,UP,UP
10/31/20130:00,UP,UP
11/1/20130:00,UP,UP
11/2/20130:00,UP,UP
11/3/20130:00,UP,UP
11/4/20130:00,UP,UP
11/5/20130:00,UP,UP
11/6/20130:00,UP,UP
11/7/20130:00,UP,UP
11/8/20130:00,UP,DOWN
11/10/20130:00,UP,UP
11/11/20130:00,UP,UP
11/12/20130:00,UP,UP
11/13/20130:00,UP,DOWN
11/15/20130:00,UP,UP
11/16/20130:00,UP,UP
11/17/20130:00,UP,DOWN
11/19/20130:00,UP,UP
11/20/20130:00,UP,UP
11/21/20130:00,UP,UP
