date,from state,to state
2/13/20150:00,UP,DOWN
2/16/20150:00,UP,DOWN
2/18/20150:00,UP,UP
2/19/20150:00,UP,UP
2/20/20150:00,UP,DOWN
2/22/20150:00,UP,UP
2/23/20150:00,UP,DOWN
2/26/20150:00,UP,UP
2/27/20150:00,UP,UP
2/28/20150:00,UP,UP
3/1/20150:00,UP,UP
3/2/20150:00,UP,DOWN
3/4/20150:00,UP,DOWN
3/6/20150:00,UP,DOWN
3/8/20150:00,UP,UP
3/9/20150:00,UP,UP
3/10/20150:00,UP,DOWN
3/14/20150:00,UP,UP
3/15/20150:00,UP,DOWN
3/18/20150:00,UP,UP
3/19/20150:00,UP,DOWN
3/21/20150:00,UP,DOWN
3/24/20150:00,UP,UP
3/25/20150:00,UP,DOWN
3/27/20150:00,UP,DOWN
3/29/20150:00,UP,DOWN
3/31/20150:00,UP,UP
4/1/20150:00,UP,UP
4/2/20150:00,UP,DOWN
4/4/20150:00,UP,DOWN
