date,from state,to state
3/25/20160:00,UP,UP
3/26/20160:00,UP,DOWN
3/30/20160:00,UP,UP
3/31/20160:00,UP,UP
4/1/20160:00,UP,DOWN
4/3/20160:00,UP,UP
4/4/20160:00,UP,DOWN
4/8/20160:00,UP,UP
4/9/20160:00,UP,UP
4/10/20160:00,UP,UP
4/11/20160:00,UP,DOWN
4/13/20160:00,UP,UP
4/14/20160:00,UP,UP
4/15/20160:00,UP,DOWN
4/17/20160:00,UP,UP
4/18/20160:00,UP,UP
4/19/20160:00,UP,UP
4/20/20160:00,UP,DOWN
4/22/20160:00,UP,UP
4/23/20160:00,UP,UP
4/24/20160:00,UP,UP
4/25/20160:00,UP,DOWN
4/27/20160:00,UP,UP
4/28/20160:00,UP,DOWN
4/30/20160:00,UP,DOWN
5/2/20160:00,UP,DOWN
5/4/20160:00,UP,UP
5/5/20160:00,UP,DOWN
5/8/20160:00,UP,DOWN
5/10/20160:00,UP,UP
