date,from state,to state
12/2/20150:00,UP,UP
12/3/20150:00,UP,UP
12/4/20150:00,UP,DOWN
12/6/20150:00,UP,UP
12/7/20150:00,UP,DOWN
12/10/20150:00,UP,DOWN
12/13/20150:00,UP,UP
12/14/20150:00,UP,DOWN
12/16/20150:00,UP,UP
12/17/20150:00,UP,DOWN
12/22/20150:00,UP,UP
12/23/20150:00,UP,UP
12/24/20150:00,UP,DOWN
12/26/20150:00,UP,DOWN
12/28/20150:00,UP,DOWN
12/30/20150:00,UP,UP
12/31/20150:00,UP,DOWN
1/3/20160:00,UP,DOWN
1/6/20160:00,UP,DOWN
1/15/20160:00,UP,DOWN
1/17/20160:00,UP,DOWN
1/19/20160:00,UP,DOWN
1/22/20160:00,UP,UP
1/23/20160:00,UP,DOWN
1/25/20160:00,UP,UP
1/26/20160:00,UP,DOWN
1/31/20160:00,UP,UP
2/1/20160:00,UP,DOWN
2/3/20160:00,UP,DOWN
2/8/20160:00,UP,UP
