date,from state,to state
12/11/20140:00,UP,DOWN
12/13/20140:00,UP,DOWN
12/18/20140:00,UP,UP
12/19/20140:00,UP,DOWN
12/21/20140:00,UP,UP
12/22/20140:00,UP,DOWN
12/25/20140:00,UP,DOWN
12/27/20140:00,UP,DOWN
12/30/20140:00,UP,DOWN
1/1/20150:00,UP,DOWN
1/4/20150:00,UP,UP
1/5/20150:00,UP,UP
1/6/20150:00,UP,DOWN
1/8/20150:00,UP,DOWN
1/11/20150:00,UP,DOWN
1/14/20150:00,UP,DOWN
1/17/20150:00,UP,UP
1/18/20150:00,UP,DOWN
1/20/20150:00,UP,UP
1/21/20150:00,UP,UP
1/22/20150:00,UP,UP
1/23/20150:00,UP,UP
1/24/20150:00,UP,UP
1/25/20150:00,UP,DOWN
1/31/20150:00,UP,UP
2/1/20150:00,UP,DOWN
2/5/20150:00,UP,UP
2/6/20150:00,UP,DOWN
2/11/20150:00,UP,UP
2/12/20150:00,UP,UP
