date,from state,to state
6/12/20150:00,UP,UP
6/13/20150:00,UP,UP
6/14/20150:00,UP,UP
6/15/20150:00,UP,DOWN
6/19/20150:00,UP,DOWN
6/21/20150:00,UP,DOWN
6/24/20150:00,UP,UP
6/25/20150:00,UP,UP
6/26/20150:00,UP,DOWN
6/28/20150:00,UP,UP
6/29/20150:00,UP,DOWN
7/2/20150:00,UP,UP
7/3/20150:00,UP,UP
7/4/20150:00,UP,DOWN
7/7/20150:00,UP,DOWN
7/9/20150:00,UP,UP
7/10/20150:00,UP,UP
7/11/20150:00,UP,DOWN
7/16/20150:00,UP,DOWN
7/19/20150:00,UP,DOWN
7/21/20150:00,UP,DOWN
7/23/20150:00,UP,UP
7/24/20150:00,UP,UP
7/25/20150:00,UP,UP
7/26/20150:00,UP,UP
7/27/20150:00,UP,DOWN
8/1/20150:00,UP,DOWN
8/3/20150:00,UP,DOWN
8/6/20150:00,UP,DOWN
8/8/20150:00,UP,DOWN
