date,from state,to state
5/11/20160:00,UP,UP
5/12/20160:00,UP,UP
5/13/20160:00,UP,UP
5/14/20160:00,UP,DOWN
5/17/20160:00,UP,DOWN
5/19/20160:00,UP,UP
5/20/20160:00,UP,DOWN
5/22/20160:00,UP,UP
5/23/20160:00,UP,UP
5/24/20160:00,UP,UP
5/25/20160:00,UP,UP
5/26/20160:00,UP,UP
5/27/20160:00,UP,DOWN
5/29/20160:00,UP,DOWN
5/31/20160:00,UP,UP
6/1/20160:00,UP,UP
6/2/20160:00,UP,UP
6/3/20160:00,UP,UP
6/4/20160:00,UP,UP
6/5/20160:00,UP,DOWN
6/7/20160:00,UP,DOWN
6/9/20160:00,UP,UP
6/10/20160:00,UP,UP
6/11/20160:00,UP,UP
6/12/20160:00,UP,DOWN
6/14/20160:00,UP,UP
6/15/20160:00,UP,DOWN
6/17/20160:00,UP,UP
6/18/20160:00,UP,DOWN
6/22/20160:00,UP,UP
6/23/20160:00,UP,UP
6/24/20160:00,UP,DOWN
6/26/20160:00,UP,DOWN
6/29/20160:00,UP,UP
6/30/20160:00,UP,UP
7/1/20160:00,UP,DOWN
7/3/20160:00,UP,DOWN
7/5/20160:00,UP,DOWN
7/7/20160:00,UP,DOWN
7/11/20160:00,UP,DOWN
7/13/20160:00,UP,UP
7/14/20160:00,UP,DOWN
7/16/20160:00,UP,DOWN
7/18/20160:00,UP,DOWN
7/22/20160:00,UP,UP
7/23/20160:00,UP,DOWN
7/26/20160:00,UP,UP
7/27/20160:00,UP,UP
7/28/20160:00,UP,DOWN
8/2/20160:00,UP,UP
8/3/20160:00,UP,DOWN
8/5/20160:00,UP,UP
