date,from state,to state
5/24/20160:00,DOWN,DOWN
5/25/20160:00,DOWN,UP
5/28/20160:00,DOWN,DOWN
5/29/20160:00,DOWN,DOWN
5/30/20160:00,DOWN,DOWN
5/31/20160:00,DOWN,DOWN
6/1/20160:00,DOWN,UP
6/3/20160:00,DOWN,DOWN
6/4/20160:00,DOWN,DOWN
6/5/20160:00,DOWN,DOWN
6/6/20160:00,DOWN,DOWN
6/7/20160:00,DOWN,DOWN
6/8/20160:00,DOWN,DOWN
6/9/20160:00,DOWN,UP
6/13/20160:00,DOWN,DOWN
6/14/20160:00,DOWN,UP
6/16/20160:00,DOWN,DOWN
6/17/20160:00,DOWN,DOWN
6/18/20160:00,DOWN,DOWN
6/19/20160:00,DOWN,DOWN
6/20/20160:00,DOWN,DOWN
6/21/20160:00,DOWN,DOWN
6/22/20160:00,DOWN,UP
6/24/20160:00,DOWN,DOWN
6/25/20160:00,DOWN,UP
6/27/20160:00,DOWN,DOWN
6/28/20160:00,DOWN,UP
6/30/20160:00,DOWN,UP
7/2/20160:00,DOWN,DOWN
7/3/20160:00,DOWN,DOWN
