date,from state,to state
2/5/20130:00,DOWN,UP
2/7/20130:00,DOWN,UP
2/9/20130:00,DOWN,DOWN
2/10/20130:00,DOWN,DOWN
2/11/20130:00,DOWN,DOWN
2/12/20130:00,DOWN,UP
2/14/20130:00,DOWN,DOWN
2/15/20130:00,DOWN,DOWN
2/16/20130:00,DOWN,DOWN
2/17/20130:00,DOWN,UP
2/19/20130:00,DOWN,DOWN
2/20/20130:00,DOWN,DOWN
2/21/20130:00,DOWN,DOWN
2/22/20130:00,DOWN,DOWN
2/23/20130:00,DOWN,DOWN
2/24/20130:00,DOWN,DOWN
2/25/20130:00,DOWN,DOWN
2/26/20130:00,DOWN,UP
2/28/20130:00,DOWN,DOWN
3/1/20130:00,DOWN,DOWN
3/2/20130:00,DOWN,UP
3/5/20130:00,DOWN,DOWN
3/6/20130:00,DOWN,UP
3/9/20130:00,DOWN,UP
3/11/20130:00,DOWN,UP
3/13/20130:00,DOWN,DOWN
3/14/20130:00,DOWN,DOWN
3/15/20130:00,DOWN,DOWN
3/16/20130:00,DOWN,UP
3/21/20130:00,DOWN,DOWN
