date,from state,to state
5/28/2016 0:00, DOWN, UP
5/30/2016 0:00, DOWN, UP
6/6/2016 0:00, DOWN, UP
6/8/2016 0:00, DOWN, UP
6/13/2016 0:00, DOWN, UP
6/16/2016 0:00, DOWN, UP
6/19/2016 0:00, DOWN, DOWN
6/20/2016 0:00, DOWN, DOWN
6/21/2016 0:00, DOWN, UP
6/25/2016 0:00, DOWN, UP
6/27/2016 0:00, DOWN, DOWN
6/28/2016 0:00, DOWN, UP
7/2/2016 0:00, DOWN, UP
7/4/2016 0:00, DOWN, UP
7/6/2016 0:00, DOWN, UP
7/8/2016 0:00, DOWN, DOWN
7/9/2016 0:00, DOWN, DOWN
7/10/2016 0:00, DOWN, UP
7/12/2016 0:00, DOWN, UP
7/15/2016 0:00, DOWN, UP
7/17/2016 0:00, DOWN, UP
7/19/2016 0:00, DOWN, DOWN
7/20/2016 0:00, DOWN, DOWN
7/21/2016 0:00, DOWN, UP
7/24/2016 0:00, DOWN, DOWN
7/25/2016 0:00, DOWN, UP
7/29/2016 0:00, DOWN, DOWN
7/30/2016 0:00, DOWN, DOWN
7/31/2016 0:00, DOWN, DOWN
8/1/2016 0:00, DOWN, UP
8/4/2016 0:00, DOWN, UP
