date,from state,to state
2/3/20160:00,UP,DOWN
2/12/20160:00,UP,UP
2/13/20160:00,UP,DOWN
2/16/20160:00,UP,DOWN
2/19/20160:00,UP,DOWN
2/25/20160:00,UP,DOWN
3/6/20160:00,UP,DOWN
3/26/20160:00,UP,DOWN
4/20/20160:00,UP,DOWN
5/5/20160:00,UP,DOWN
5/26/20160:00,UP,UP
5/27/20160:00,UP,DOWN
6/2/20160:00,UP,DOWN
6/10/20160:00,UP,UP
6/11/20160:00,UP,UP
6/12/20160:00,UP,DOWN
6/15/20160:00,UP,DOWN
6/22/20160:00,UP,UP
6/23/20160:00,UP,DOWN
6/26/20160:00,UP,DOWN
6/29/20160:00,UP,DOWN
7/1/20160:00,UP,DOWN
7/3/20160:00,UP,DOWN
7/7/20160:00,UP,DOWN
7/11/20160:00,UP,DOWN
7/16/20160:00,UP,DOWN
8/2/20160:00,UP,UP
8/3/20160:00,UP,DOWN
