date,from state,to state
2/10/20150:00,DOWN,UP
2/14/20150:00,DOWN,DOWN
2/15/20150:00,DOWN,UP
2/17/20150:00,DOWN,UP
2/20/20150:00,DOWN,DOWN
2/21/20150:00,DOWN,UP
2/23/20150:00,DOWN,DOWN
2/24/20150:00,DOWN,DOWN
2/25/20150:00,DOWN,UP
2/27/20150:00,DOWN,UP
3/3/20150:00,DOWN,UP
3/5/20150:00,DOWN,UP
3/7/20150:00,DOWN,UP
3/9/20150:00,DOWN,UP
3/11/20150:00,DOWN,DOWN
3/12/20150:00,DOWN,DOWN
3/13/20150:00,DOWN,UP
3/16/20150:00,DOWN,DOWN
3/17/20150:00,DOWN,UP
3/19/20150:00,DOWN,DOWN
3/20/20150:00,DOWN,UP
3/22/20150:00,DOWN,DOWN
3/23/20150:00,DOWN,DOWN
3/24/20150:00,DOWN,DOWN
3/25/20150:00,DOWN,DOWN
3/26/20150:00,DOWN,UP
3/28/20150:00,DOWN,UP
3/30/20150:00,DOWN,UP
4/2/20150:00,DOWN,DOWN
4/3/20150:00,DOWN,UP
