date,from state,to state
12/24/20150:00,DOWN,DOWN
12/25/20150:00,DOWN,UP
12/27/20150:00,DOWN,UP
12/29/20150:00,DOWN,DOWN
12/30/20150:00,DOWN,UP
1/1/20160:00,DOWN,DOWN
1/2/20160:00,DOWN,DOWN
1/3/20160:00,DOWN,DOWN
1/4/20160:00,DOWN,DOWN
1/5/20160:00,DOWN,UP
1/7/20160:00,DOWN,DOWN
1/8/20160:00,DOWN,DOWN
1/9/20160:00,DOWN,DOWN
1/10/20160:00,DOWN,DOWN
1/11/20160:00,DOWN,DOWN
1/12/20160:00,DOWN,DOWN
1/13/20160:00,DOWN,DOWN
1/14/20160:00,DOWN,UP
1/16/20160:00,DOWN,UP
1/18/20160:00,DOWN,UP
1/20/20160:00,DOWN,DOWN
1/21/20160:00,DOWN,UP
1/24/20160:00,DOWN,DOWN
1/25/20160:00,DOWN,DOWN
1/26/20160:00,DOWN,DOWN
1/27/20160:00,DOWN,DOWN
1/28/20160:00,DOWN,DOWN
1/29/20160:00,DOWN,DOWN
1/30/20160:00,DOWN,UP
2/1/20160:00,DOWN,DOWN
