date,from state,to state
8/2/20150:00,DOWN,UP
8/4/20150:00,DOWN,DOWN
8/5/20150:00,DOWN,DOWN
8/6/20150:00,DOWN,DOWN
8/7/20150:00,DOWN,UP
8/9/20150:00,DOWN,UP
8/11/20150:00,DOWN,DOWN
8/12/20150:00,DOWN,DOWN
8/13/20150:00,DOWN,DOWN
8/14/20150:00,DOWN,DOWN
8/15/20150:00,DOWN,DOWN
8/16/20150:00,DOWN,DOWN
8/17/20150:00,DOWN,UP
8/20/20150:00,DOWN,DOWN
8/21/20150:00,DOWN,DOWN
8/22/20150:00,DOWN,DOWN
8/23/20150:00,DOWN,UP
8/26/20150:00,DOWN,UP
8/28/20150:00,DOWN,DOWN
8/29/20150:00,DOWN,DOWN
8/30/20150:00,DOWN,DOWN
8/31/20150:00,DOWN,DOWN
9/1/20150:00,DOWN,DOWN
9/2/20150:00,DOWN,UP
9/6/20150:00,DOWN,UP
9/8/20150:00,DOWN,DOWN
9/9/20150:00,DOWN,DOWN
9/10/20150:00,DOWN,DOWN
9/11/20150:00,DOWN,DOWN
9/12/20150:00,DOWN,DOWN
