date,from state,to state
2/9/2016 0:00, UP, DOWN
2/11/2016 0:00, UP, UP
2/12/2016 0:00, UP, UP
2/13/2016 0:00, UP, DOWN
2/15/2016 0:00, UP, UP
2/16/2016 0:00, UP, UP
2/17/2016 0:00, UP, DOWN
2/19/2016 0:00, UP, UP
2/20/2016 0:00, UP, DOWN
2/23/2016 0:00, UP, DOWN
2/25/2016 0:00, UP, UP
2/26/2016 0:00, UP, UP
2/27/2016 0:00, UP, UP
2/28/2016 0:00, UP, DOWN
3/5/2016 0:00, UP, UP
3/6/2016 0:00, UP, DOWN
3/8/2016 0:00, UP, UP
3/9/2016 0:00, UP, UP
3/10/2016 0:00, UP, DOWN
3/12/2016 0:00, UP, UP
3/13/2016 0:00, UP, UP
3/14/2016 0:00, UP, UP
3/15/2016 0:00, UP, UP
3/16/2016 0:00, UP, DOWN
3/18/2016 0:00, UP, UP
3/19/2016 0:00, UP, UP
3/20/2016 0:00, UP, UP
3/21/2016 0:00, UP, UP
3/22/2016 0:00, UP, DOWN
3/24/2016 0:00, UP, UP
