date,from state,to state
3/25/2016 0:00, UP, UP
3/26/2016 0:00, UP, DOWN
3/30/2016 0:00, UP, UP
3/31/2016 0:00, UP, UP
4/1/2016 0:00, UP, DOWN
4/3/2016 0:00, UP, UP
4/4/2016 0:00, UP, DOWN
4/8/2016 0:00, UP, UP
4/9/2016 0:00, UP, UP
4/10/2016 0:00, UP, UP
4/11/2016 0:00, UP, DOWN
4/13/2016 0:00, UP, UP
4/14/2016 0:00, UP, UP
4/15/2016 0:00, UP, DOWN
4/17/2016 0:00, UP, UP
4/18/2016 0:00, UP, UP
4/19/2016 0:00, UP, UP
4/20/2016 0:00, UP, DOWN
4/22/2016 0:00, UP, UP
4/23/2016 0:00, UP, UP
4/24/2016 0:00, UP, UP
4/25/2016 0:00, UP, DOWN
4/27/2016 0:00, UP, UP
4/28/2016 0:00, UP, DOWN
4/30/2016 0:00, UP, DOWN
5/2/2016 0:00, UP, DOWN
5/4/2016 0:00, UP, UP
5/5/2016 0:00, UP, DOWN
5/8/2016 0:00, UP, DOWN
5/10/2016 0:00, UP, UP
