date,from state,to state
10/14/2015 0:00, UP, UP
10/15/2015 0:00, UP, UP
10/16/2015 0:00, UP, DOWN
10/18/2015 0:00, UP, UP
10/19/2015 0:00, UP, DOWN
10/21/2015 0:00, UP, UP
10/22/2015 0:00, UP, UP
10/23/2015 0:00, UP, UP
10/24/2015 0:00, UP, UP
10/25/2015 0:00, UP, UP
10/26/2015 0:00, UP, UP
10/27/2015 0:00, UP, UP
10/28/2015 0:00, UP, UP
10/29/2015 0:00, UP, DOWN
10/31/2015 0:00, UP, UP
11/1/2015 0:00, UP, UP
11/2/2015 0:00, UP, UP
11/3/2015 0:00, UP, DOWN
11/6/2015 0:00, UP, DOWN
11/8/2015 0:00, UP, DOWN
11/11/2015 0:00, UP, UP
11/12/2015 0:00, UP, DOWN
11/15/2015 0:00, UP, UP
11/16/2015 0:00, UP, DOWN
11/20/2015 0:00, UP, DOWN
11/24/2015 0:00, UP, UP
11/25/2015 0:00, UP, UP
11/26/2015 0:00, UP, DOWN
11/28/2015 0:00, UP, UP
11/29/2015 0:00, UP, DOWN
