date,from state,to state
1/8/2014 0:00, UP, UP
1/9/2014 0:00, UP, UP
1/10/2014 0:00, UP, DOWN
1/14/2014 0:00, UP, DOWN
1/17/2014 0:00, UP, UP
1/18/2014 0:00, UP, DOWN
1/20/2014 0:00, UP, DOWN
1/24/2014 0:00, UP, UP
1/25/2014 0:00, UP, DOWN
1/27/2014 0:00, UP, UP
1/28/2014 0:00, UP, UP
1/29/2014 0:00, UP, UP
1/30/2014 0:00, UP, UP
1/31/2014 0:00, UP, UP
2/1/2014 0:00, UP, DOWN
2/8/2014 0:00, UP, DOWN
2/13/2014 0:00, UP, DOWN
2/16/2014 0:00, UP, DOWN
2/20/2014 0:00, UP, UP
2/21/2014 0:00, UP, DOWN
2/25/2014 0:00, UP, DOWN
2/28/2014 0:00, UP, DOWN
3/2/2014 0:00, UP, UP
3/3/2014 0:00, UP, DOWN
3/8/2014 0:00, UP, DOWN
3/10/2014 0:00, UP, UP
3/11/2014 0:00, UP, UP
3/12/2014 0:00, UP, DOWN
3/14/2014 0:00, UP, DOWN
3/23/2014 0:00, UP, DOWN
