date,from state,to state
1/1/20130:00,DOWN,UP
1/4/20130:00,DOWN,UP
1/10/20130:00,DOWN,UP
1/12/20130:00,DOWN,UP
1/14/20130:00,DOWN,UP
1/18/20130:00,DOWN,UP
1/23/20130:00,DOWN,UP
1/26/20130:00,DOWN,UP
2/1/20130:00,DOWN,UP
2/3/20130:00,DOWN,UP
2/12/20130:00,DOWN,UP
2/14/20130:00,DOWN,UP
2/16/20130:00,DOWN,UP
2/22/20130:00,DOWN,UP
2/26/20130:00,DOWN,UP
3/1/20130:00,DOWN,UP
3/9/20130:00,DOWN,UP
3/11/20130:00,DOWN,UP
3/14/20130:00,DOWN,UP
3/21/20130:00,DOWN,DOWN
3/22/20130:00,DOWN,UP
3/27/20130:00,DOWN,UP
4/3/20130:00,DOWN,UP
4/9/20130:00,DOWN,DOWN
4/10/20130:00,DOWN,DOWN
4/11/20130:00,DOWN,DOWN
4/12/20130:00,DOWN,DOWN
4/13/20130:00,DOWN,DOWN
4/14/20130:00,DOWN,DOWN
4/15/20130:00,DOWN,UP
