date,from state,to state
6/14/20130:00,DOWN,UP
6/20/20130:00,DOWN,DOWN
6/21/20130:00,DOWN,DOWN
6/22/20130:00,DOWN,DOWN
6/23/20130:00,DOWN,UP
6/26/20130:00,DOWN,DOWN
6/27/20130:00,DOWN,UP
6/30/20130:00,DOWN,UP
7/2/20130:00,DOWN,UP
7/4/20130:00,DOWN,UP
7/8/20130:00,DOWN,UP
7/11/20130:00,DOWN,UP
7/13/20130:00,DOWN,UP
7/15/20130:00,DOWN,DOWN
7/16/20130:00,DOWN,DOWN
7/17/20130:00,DOWN,UP
7/19/20130:00,DOWN,DOWN
7/20/20130:00,DOWN,UP
7/26/20130:00,DOWN,UP
7/31/20130:00,DOWN,UP
8/2/20130:00,DOWN,DOWN
8/3/20130:00,DOWN,UP
8/6/20130:00,DOWN,DOWN
8/7/20130:00,DOWN,DOWN
8/8/20130:00,DOWN,DOWN
8/9/20130:00,DOWN,UP
8/14/20130:00,DOWN,UP
8/17/20130:00,DOWN,UP
8/21/20130:00,DOWN,DOWN
8/22/20130:00,DOWN,UP
